Source_Module,Requested_Mat,Found_Category,Supplier,Location,Price_DA,Stock,Phone,Website
Module_01_Extraction,316 S/S,316 S/S,Acinox Algérie,Alger,45752.38,10-Day Lead Time,+213 23 47 52 81,https://www.acinox-dz.com
Module_01_Extraction,316 S/S,316 S/S,Acinox Algérie,Alger,105662.19,In Stock,+213 23 47 52 81,https://www.acinox-dz.com
Module_01_Extraction,316 S/S,316 S/S,Acinox Algérie,Alger,107067.3,Special Order,+213 23 47 52 81,https://www.acinox-dz.com
Module_01_Extraction,316 S/S,316 S/S,Acinox Algérie,Alger,138481.54,In Stock,+213 23 47 52 81,https://www.acinox-dz.com
Module_01_Extraction,316 S/S,316 S/S,Acinox Algérie,Alger,137109.24,10-Day Lead Time,+213 23 47 52 81,https://www.acinox-dz.com
Module_01_Extraction,316 S/S,316 S/S,Acinox Algérie,Alger,112336.11,In Stock,+213 23 47 52 81,https://www.acinox-dz.com
Module_01_Extraction,316 S/S,316 S/S,Acinox Algérie,Alger,48619.12,Special Order,+213 23 47 52 81,https://www.acinox-dz.com
Module_01_Extraction,316 S/S,316 S/S,Acinox Algérie,Alger,126131.77,Special Order,+213 23 47 52 81,https://www.acinox-dz.com
Module_01_Extraction,316 S/S,Aluminum,Sarl Metal-Al,Alger,143507.7,Special Order,+213 21 54 22 11,https://www.metalal-dz.com
Module_01_Extraction,316 S/S,Bronze,Sarl BMA Industrie,Béjaïa,91098.42,10-Day Lead Time,+213 34 10 12 12,https://www.bmaindustrie.com
Module_01_Extraction,316 S/S,PVC-U,AZ PLAST PVC,Tizi Ouzou,39307.41,In Stock,+213 26 21 15 15,https://www.azplast.dz
Module_01_Extraction,316 S/S,HDPE,Sarl ATPS Sétif,Sétif,102170.06,10-Day Lead Time,+213 36 84 10 10,https://www.atps-pvc.com
Module_01_Extraction,316 S/S,Titanium,Titanium Industries,Global,55333.28,10-Day Lead Time,+1 973 984 8200,https://www.titanium.com
Module_01_Extraction,316 S/S,Nitrogen,Linde Gas Algérie,Arzew,144396.61,10-Day Lead Time,+213 41 48 50 11,https://www.linde-gas.dz
Module_01_Extraction,316 S/S,Cast Iron,Sarl Fonderie de l'Est,Constantine,139852.59,Special Order,+213 31 66 40 40,https://www.fonderie-est.dz
Module_01_Extraction,316 S/S,Graphite,Sarl Seal-Tech,Hassi Messaoud,115509.84,10-Day Lead Time,+213 29 73 10 10,https://www.seal-tech-dz.com
Module_01_Extraction,316 S/S,I-Beams,AQS Steel,Jijel,92751.18,In Stock,+213 34 50 10 10,https://aqs.dz
Module_01_Extraction,316 S/S,Brass,Sarl Cuivre-Pro,Blida,145804.54,In Stock,+213 25 30 15 15,https://www.cuivre-pro.dz
Module_01_Extraction,316 S/S,Ceramics,Morgan Advanced,Global,106976.47,Special Order,+44 1753 837000,https://www.morganadvanced.com
Module_01_Extraction,316 S/S,Oxygen,Air Liquide Algérie,Alger,113458.32,10-Day Lead Time,+213 21 43 90 00,https://www.airliquide.com
Module_01_Extraction,316 S/S,Refractory,Sarl Algerie Briques,Boumerdes,110506.24,10-Day Lead Time,+213 24 79 12 12,https://www.algeriebriques.dz
Module_01_Extraction,316 S/S,Inconel,Special Metals Corp,Global,41334.74,Special Order,+1 304 526 5100,https://www.specialmetals.com
Module_01_Extraction,316 S/S,Fiberglass,Sarl Maghreb Composites,Oran,113083.08,In Stock,+213 41 53 10 20,https://www.maghreb-composites.dz
Module_01_Extraction,316 S/S,316 S/S,Acinox Algérie,Alger,111710.03,10-Day Lead Time,+213 23 47 52 81,https://www.acinox-dz.com
Module_01_Extraction,316 S/S,Carbon Steel,Tosyalı Algeria,Oran,87261.34,Special Order,+213 41 74 55 55,https://www.tosyali-algeria.com
Module_01_Extraction,316 S/S,Duplex 2205,Sandvik Materials,Global,79588.04,Special Order,+46 26 26 00 00,https://www.materials.sandvik
Module_01_Extraction,316 S/S,Monel 400,ThyssenKrupp Materials,Global,70421.84,10-Day Lead Time,+49 201 8440,https://www.thyssenkrupp.com
Module_01_Extraction,316 S/S,Copper,Nexans Algérie,Alger,66838.23,10-Day Lead Time,+213 21 54 12 12,https://www.nexans.dz
Module_01_Extraction,316 S/S,Aluminum,Sarl Metal-Al,Alger,147655.57,Special Order,+213 21 54 22 11,https://www.metalal-dz.com
Module_01_Extraction,316 S/S,Bronze,Sarl BMA Industrie,Béjaïa,100782.81,10-Day Lead Time,+213 34 10 12 12,https://www.bmaindustrie.com
Module_01_Extraction,316 S/S,PVC-U,AZ PLAST PVC,Tizi Ouzou,70936.8,Special Order,+213 26 21 15 15,https://www.azplast.dz
Module_01_Extraction,316 S/S,HDPE,Sarl ATPS Sétif,Sétif,76091.38,Special Order,+213 36 84 10 10,https://www.atps-pvc.com
Module_01_Extraction,316 S/S,Titanium,Titanium Industries,Global,141746.32,In Stock,+1 973 984 8200,https://www.titanium.com
Module_01_Extraction,316 S/S,Nitrogen,Linde Gas Algérie,Arzew,105541.41,Special Order,+213 41 48 50 11,https://www.linde-gas.dz
Module_01_Extraction,316 S/S,Cast Iron,Sarl Fonderie de l'Est,Constantine,72487.94,In Stock,+213 31 66 40 40,https://www.fonderie-est.dz
Module_01_Extraction,316 S/S,Graphite,Sarl Seal-Tech,Hassi Messaoud,96981.32,10-Day Lead Time,+213 29 73 10 10,https://www.seal-tech-dz.com
Module_01_Extraction,316 S/S,I-Beams,AQS Steel,Jijel,41213.68,10-Day Lead Time,+213 34 50 10 10,https://aqs.dz
Module_01_Extraction,316 S/S,Brass,Sarl Cuivre-Pro,Blida,120692.63,10-Day Lead Time,+213 25 30 15 15,https://www.cuivre-pro.dz
Module_01_Extraction,316 S/S,Ceramics,Morgan Advanced,Global,42209.07,10-Day Lead Time,+44 1753 837000,https://www.morganadvanced.com
Module_01_Extraction,316 S/S,Oxygen,Air Liquide Algérie,Alger,137224.19,10-Day Lead Time,+213 21 43 90 00,https://www.airliquide.com
Module_01_Extraction,316 S/S,Refractory,Sarl Algerie Briques,Boumerdes,143720.94,10-Day Lead Time,+213 24 79 12 12,https://www.algeriebriques.dz
Module_01_Extraction,316 S/S,Inconel,Special Metals Corp,Global,88482.83,Special Order,+1 304 526 5100,https://www.specialmetals.com
Module_01_Extraction,316 S/S,Fiberglass,Sarl Maghreb Composites,Oran,108089.65,10-Day Lead Time,+213 41 53 10 20,https://www.maghreb-composites.dz
Module_01_Extraction,316 S/S,316 S/S,Acinox Algérie,Alger,147033.26,In Stock,+213 23 47 52 81,https://www.acinox-dz.com
Module_01_Extraction,316 S/S,Carbon Steel,Tosyalı Algeria,Oran,146737.92,Special Order,+213 41 74 55 55,https://www.tosyali-algeria.com
Module_01_Extraction,316 S/S,Duplex 2205,Sandvik Materials,Global,119785.38,10-Day Lead Time,+46 26 26 00 00,https://www.materials.sandvik
Module_01_Extraction,316 S/S,Monel 400,ThyssenKrupp Materials,Global,132647.29,10-Day Lead Time,+49 201 8440,https://www.thyssenkrupp.com
Module_01_Extraction,316 S/S,Copper,Nexans Algérie,Alger,74816.75,In Stock,+213 21 54 12 12,https://www.nexans.dz
Module_01_Extraction,316 S/S,Aluminum,Sarl Metal-Al,Alger,126818.65,In Stock,+213 21 54 22 11,https://www.metalal-dz.com
Module_01_Extraction,316 S/S,Bronze,Sarl BMA Industrie,Béjaïa,103133.23,In Stock,+213 34 10 12 12,https://www.bmaindustrie.com
Module_01_Extraction,316 S/S,PVC-U,AZ PLAST PVC,Tizi Ouzou,67834.96,Special Order,+213 26 21 15 15,https://www.azplast.dz
Module_01_Extraction,316 S/S,HDPE,Sarl ATPS Sétif,Sétif,107476.31,10-Day Lead Time,+213 36 84 10 10,https://www.atps-pvc.com
Module_01_Extraction,316 S/S,Titanium,Titanium Industries,Global,38915.55,10-Day Lead Time,+1 973 984 8200,https://www.titanium.com
Module_01_Extraction,316 S/S,Nitrogen,Linde Gas Algérie,Arzew,138291.02,In Stock,+213 41 48 50 11,https://www.linde-gas.dz
Module_01_Extraction,316 S/S,Cast Iron,Sarl Fonderie de l'Est,Constantine,122687.74,Special Order,+213 31 66 40 40,https://www.fonderie-est.dz
Module_01_Extraction,316 S/S,Graphite,Sarl Seal-Tech,Hassi Messaoud,115707.62,10-Day Lead Time,+213 29 73 10 10,https://www.seal-tech-dz.com
Module_01_Extraction,316 S/S,I-Beams,AQS Steel,Jijel,93188.28,Special Order,+213 34 50 10 10,https://aqs.dz
Module_01_Extraction,316 S/S,Brass,Sarl Cuivre-Pro,Blida,36576.02,Special Order,+213 25 30 15 15,https://www.cuivre-pro.dz
Module_01_Extraction,316 S/S,Ceramics,Morgan Advanced,Global,108049.47,10-Day Lead Time,+44 1753 837000,https://www.morganadvanced.com
Module_01_Extraction,316 S/S,Oxygen,Air Liquide Algérie,Alger,58306.9,Special Order,+213 21 43 90 00,https://www.airliquide.com
Module_01_Extraction,316 S/S,Refractory,Sarl Algerie Briques,Boumerdes,118528.96,10-Day Lead Time,+213 24 79 12 12,https://www.algeriebriques.dz
Module_01_Extraction,316 S/S,Inconel,Special Metals Corp,Global,67624.48,In Stock,+1 304 526 5100,https://www.specialmetals.com
Module_01_Extraction,316 S/S,Fiberglass,Sarl Maghreb Composites,Oran,141010.53,Special Order,+213 41 53 10 20,https://www.maghreb-composites.dz
Module_01_Extraction,316 S/S,316 S/S,Acinox Algérie,Alger,79065.6,In Stock,+213 23 47 52 81,https://www.acinox-dz.com
Module_01_Extraction,316 S/S,Carbon Steel,Tosyalı Algeria,Oran,78657.16,Special Order,+213 41 74 55 55,https://www.tosyali-algeria.com
Module_01_Extraction,316 S/S,Duplex 2205,Sandvik Materials,Global,110376.14,10-Day Lead Time,+46 26 26 00 00,https://www.materials.sandvik
Module_01_Extraction,316 S/S,Monel 400,ThyssenKrupp Materials,Global,72678.5,Special Order,+49 201 8440,https://www.thyssenkrupp.com
Module_01_Extraction,316 S/S,Copper,Nexans Algérie,Alger,122510.53,Special Order,+213 21 54 12 12,https://www.nexans.dz
Module_01_Extraction,316 S/S,Aluminum,Sarl Metal-Al,Alger,49717.39,Special Order,+213 21 54 22 11,https://www.metalal-dz.com
Module_01_Extraction,316 S/S,Bronze,Sarl BMA Industrie,Béjaïa,47251.82,Special Order,+213 34 10 12 12,https://www.bmaindustrie.com
Module_01_Extraction,316 S/S,PVC-U,AZ PLAST PVC,Tizi Ouzou,31812.09,In Stock,+213 26 21 15 15,https://www.azplast.dz
Module_01_Extraction,316 S/S,HDPE,Sarl ATPS Sétif,Sétif,113977.33,10-Day Lead Time,+213 36 84 10 10,https://www.atps-pvc.com
Module_01_Extraction,316 S/S,Titanium,Titanium Industries,Global,146906.34,Special Order,+1 973 984 8200,https://www.titanium.com
Module_01_Extraction,316 S/S,Nitrogen,Linde Gas Algérie,Arzew,71941.4,Special Order,+213 41 48 50 11,https://www.linde-gas.dz
Module_01_Extraction,316 S/S,Cast Iron,Sarl Fonderie de l'Est,Constantine,106498.07,10-Day Lead Time,+213 31 66 40 40,https://www.fonderie-est.dz
Module_01_Extraction,316 S/S,Graphite,Sarl Seal-Tech,Hassi Messaoud,60526.38,10-Day Lead Time,+213 29 73 10 10,https://www.seal-tech-dz.com
Module_01_Extraction,316 S/S,I-Beams,AQS Steel,Jijel,89526.02,Special Order,+213 34 50 10 10,https://aqs.dz
Module_01_Extraction,316 S/S,Brass,Sarl Cuivre-Pro,Blida,125625.99,Special Order,+213 25 30 15 15,https://www.cuivre-pro.dz
Module_01_Extraction,316 S/S,Ceramics,Morgan Advanced,Global,47339.36,10-Day Lead Time,+44 1753 837000,https://www.morganadvanced.com
Module_01_Extraction,316 S/S,Oxygen,Air Liquide Algérie,Alger,121728.43,Special Order,+213 21 43 90 00,https://www.airliquide.com
Module_01_Extraction,316 S/S,Refractory,Sarl Algerie Briques,Boumerdes,121059.1,10-Day Lead Time,+213 24 79 12 12,https://www.algeriebriques.dz
Module_01_Extraction,316 S/S,Inconel,Special Metals Corp,Global,116839.18,In Stock,+1 304 526 5100,https://www.specialmetals.com
Module_01_Extraction,316 S/S,Fiberglass,Sarl Maghreb Composites,Oran,126998.2,10-Day Lead Time,+213 41 53 10 20,https://www.maghreb-composites.dz
Module_01_Extraction,316 S/S,316 S/S,Acinox Algérie,Alger,76428.84,In Stock,+213 23 47 52 81,https://www.acinox-dz.com
Module_01_Extraction,316 S/S,Carbon Steel,Tosyalı Algeria,Oran,71580.24,In Stock,+213 41 74 55 55,https://www.tosyali-algeria.com
Module_01_Extraction,316 S/S,Duplex 2205,Sandvik Materials,Global,129262.43,In Stock,+46 26 26 00 00,https://www.materials.sandvik
Module_01_Extraction,316 S/S,Monel 400,ThyssenKrupp Materials,Global,61419.43,In Stock,+49 201 8440,https://www.thyssenkrupp.com
Module_01_Extraction,316 S/S,Copper,Nexans Algérie,Alger,148190.66,10-Day Lead Time,+213 21 54 12 12,https://www.nexans.dz
Module_01_Extraction,316 S/S,Aluminum,Sarl Metal-Al,Alger,130369.06,Special Order,+213 21 54 22 11,https://www.metalal-dz.com
Module_01_Extraction,316 S/S,Bronze,Sarl BMA Industrie,Béjaïa,122579.75,In Stock,+213 34 10 12 12,https://www.bmaindustrie.com
Module_01_Extraction,316 S/S,PVC-U,AZ PLAST PVC,Tizi Ouzou,52833.89,10-Day Lead Time,+213 26 21 15 15,https://www.azplast.dz
Module_01_Extraction,316 S/S,HDPE,Sarl ATPS Sétif,Sétif,131172.27,In Stock,+213 36 84 10 10,https://www.atps-pvc.com
Module_01_Extraction,316 S/S,Titanium,Titanium Industries,Global,30061.4,Special Order,+1 973 984 8200,https://www.titanium.com
Module_01_Extraction,316 S/S,Nitrogen,Linde Gas Algérie,Arzew,89619.18,10-Day Lead Time,+213 41 48 50 11,https://www.linde-gas.dz
Module_01_Extraction,316 S/S,Cast Iron,Sarl Fonderie de l'Est,Constantine,41324.84,In Stock,+213 31 66 40 40,https://www.fonderie-est.dz
Module_01_Extraction,316 S/S,Graphite,Sarl Seal-Tech,Hassi Messaoud,134909.36,In Stock,+213 29 73 10 10,https://www.seal-tech-dz.com
Module_01_Extraction,316 S/S,I-Beams,AQS Steel,Jijel,140446.0,10-Day Lead Time,+213 34 50 10 10,https://aqs.dz
Module_01_Extraction,316 S/S,Brass,Sarl Cuivre-Pro,Blida,109145.58,10-Day Lead Time,+213 25 30 15 15,https://www.cuivre-pro.dz
Module_01_Extraction,316 S/S,Ceramics,Morgan Advanced,Global,56160.06,In Stock,+44 1753 837000,https://www.morganadvanced.com
Module_01_Extraction,316 S/S,Oxygen,Air Liquide Algérie,Alger,82251.1,Special Order,+213 21 43 90 00,https://www.airliquide.com
Module_01_Extraction,316 S/S,Refractory,Sarl Algerie Briques,Boumerdes,108303.12,Special Order,+213 24 79 12 12,https://www.algeriebriques.dz
Module_01_Extraction,316 S/S,Inconel,Special Metals Corp,Global,147570.22,In Stock,+1 304 526 5100,https://www.specialmetals.com
Module_01_Extraction,316 S/S,Fiberglass,Sarl Maghreb Composites,Oran,89201.31,10-Day Lead Time,+213 41 53 10 20,https://www.maghreb-composites.dz
Module_01_Extraction,316 S/S,316 S/S,Acinox Algérie,Alger,33393.12,Special Order,+213 23 47 52 81,https://www.acinox-dz.com
Module_01_Extraction,316 S/S,Carbon Steel,Tosyalı Algeria,Oran,97173.87,Special Order,+213 41 74 55 55,https://www.tosyali-algeria.com
Module_01_Extraction,316 S/S,Duplex 2205,Sandvik Materials,Global,108781.89,10-Day Lead Time,+46 26 26 00 00,https://www.materials.sandvik
Module_01_Extraction,316 S/S,Monel 400,ThyssenKrupp Materials,Global,101484.08,10-Day Lead Time,+49 201 8440,https://www.thyssenkrupp.com
Module_01_Extraction,316 S/S,Copper,Nexans Algérie,Alger,115726.8,In Stock,+213 21 54 12 12,https://www.nexans.dz
Module_01_Extraction,316 S/S,Aluminum,Sarl Metal-Al,Alger,100411.93,In Stock,+213 21 54 22 11,https://www.metalal-dz.com
Module_01_Extraction,316 S/S,Bronze,Sarl BMA Industrie,Béjaïa,145544.09,Special Order,+213 34 10 12 12,https://www.bmaindustrie.com
Module_01_Extraction,316 S/S,PVC-U,AZ PLAST PVC,Tizi Ouzou,100237.1,Special Order,+213 26 21 15 15,https://www.azplast.dz
Module_01_Extraction,316 S/S,HDPE,Sarl ATPS Sétif,Sétif,51709.1,In Stock,+213 36 84 10 10,https://www.atps-pvc.com
Module_01_Extraction,316 S/S,Titanium,Titanium Industries,Global,76198.35,Special Order,+1 973 984 8200,https://www.titanium.com
Module_01_Extraction,316 S/S,Nitrogen,Linde Gas Algérie,Arzew,134367.48,In Stock,+213 41 48 50 11,https://www.linde-gas.dz
Module_01_Extraction,316 S/S,Cast Iron,Sarl Fonderie de l'Est,Constantine,112372.21,In Stock,+213 31 66 40 40,https://www.fonderie-est.dz
Module_01_Extraction,316 S/S,Graphite,Sarl Seal-Tech,Hassi Messaoud,53962.8,In Stock,+213 29 73 10 10,https://www.seal-tech-dz.com
Module_01_Extraction,316 S/S,I-Beams,AQS Steel,Jijel,89303.76,In Stock,+213 34 50 10 10,https://aqs.dz
Module_01_Extraction,316 S/S,Brass,Sarl Cuivre-Pro,Blida,72514.18,10-Day Lead Time,+213 25 30 15 15,https://www.cuivre-pro.dz
Module_01_Extraction,316 S/S,Ceramics,Morgan Advanced,Global,55728.16,Special Order,+44 1753 837000,https://www.morganadvanced.com
Module_01_Extraction,316 S/S,Oxygen,Air Liquide Algérie,Alger,80506.64,Special Order,+213 21 43 90 00,https://www.airliquide.com
Module_01_Extraction,316 S/S,Refractory,Sarl Algerie Briques,Boumerdes,58140.55,10-Day Lead Time,+213 24 79 12 12,https://www.algeriebriques.dz
Module_01_Extraction,316 S/S,Inconel,Special Metals Corp,Global,36771.79,Special Order,+1 304 526 5100,https://www.specialmetals.com
Module_01_Extraction,316 S/S,Fiberglass,Sarl Maghreb Composites,Oran,52491.56,Special Order,+213 41 53 10 20,https://www.maghreb-composites.dz
Module_01_Extraction,316 S/S,316 S/S,Acinox Algérie,Alger,67829.31,In Stock,+213 23 47 52 81,https://www.acinox-dz.com
Module_01_Extraction,316 S/S,Carbon Steel,Tosyalı Algeria,Oran,110476.23,Special Order,+213 41 74 55 55,https://www.tosyali-algeria.com
Module_01_Extraction,316 S/S,Duplex 2205,Sandvik Materials,Global,60983.74,In Stock,+46 26 26 00 00,https://www.materials.sandvik
Module_01_Extraction,316 S/S,Monel 400,ThyssenKrupp Materials,Global,124853.94,Special Order,+49 201 8440,https://www.thyssenkrupp.com
Module_01_Extraction,316 S/S,Copper,Nexans Algérie,Alger,33469.64,Special Order,+213 21 54 12 12,https://www.nexans.dz
Module_01_Extraction,316 S/S,Aluminum,Sarl Metal-Al,Alger,144052.04,10-Day Lead Time,+213 21 54 22 11,https://www.metalal-dz.com
Module_01_Extraction,316 S/S,Bronze,Sarl BMA Industrie,Béjaïa,54801.93,10-Day Lead Time,+213 34 10 12 12,https://www.bmaindustrie.com
Module_01_Extraction,316 S/S,PVC-U,AZ PLAST PVC,Tizi Ouzou,129869.67,10-Day Lead Time,+213 26 21 15 15,https://www.azplast.dz
Module_01_Extraction,316 S/S,HDPE,Sarl ATPS Sétif,Sétif,46098.81,10-Day Lead Time,+213 36 84 10 10,https://www.atps-pvc.com
Module_01_Extraction,316 S/S,Titanium,Titanium Industries,Global,52165.28,10-Day Lead Time,+1 973 984 8200,https://www.titanium.com
